Total_Distance,Distance,Altitude,Easting,Northing,Longitude,Latitude,V_max
28367.5,2110,556.5,2721015,1256693.8,9.043311,47.449898,
28377.4,2119.9,556.7,2721012.3,1256703.4,9.043278,47.449985,
28387.4,2129.9,556.6,2721009.8,1256713.1,9.043248,47.450073,
28397.4,2139.9,556.8,2721007.4,1256722.8,9.043219,47.450161,
28407.5,2150,556.9,2721005.3,1256732.6,9.043193,47.450249,
28417.4,2159.9,557,2721003.4,1256742.4,9.043171,47.450337,
28427.5,2170,557,2721001.8,1256752.3,9.043152,47.450427,
28437.5,2180,557.3,2721000.3,1256762.2,9.043135,47.450516,
28447.5,2190,557.5,2720999.1,1256772.1,9.043122,47.450605,
28457.4,2199.9,557.5,2720998,1256782,9.04311,47.450695,
28467.5,2210,557.7,2720997.2,1256792,9.043102,47.450785,
28477.5,2220,557.7,2720996.6,1256802,9.043097,47.450875,
28487.5,2230,557.8,2720996.2,1256812,9.043094,47.450965,
28497.5,2240,557.8,2720996.1,1256822,9.043096,47.451055,
28507.5,2250,557.9,2720996.1,1256832,9.043098,47.451145,
28517.5,2260,558.1,2720996.4,1256842,9.043105,47.451234,
28527.5,2270,558.3,2720996.9,1256852,9.043114,47.451324,
28537.4,2279.9,558,2720997.6,1256861.9,9.043126,47.451413,
28547.5,2290,558.4,2720998.5,1256871.9,9.043141,47.451503,
28557.4,2299.9,558.2,2720999.7,1256881.8,9.04316,47.451592,
28567.4,2309.9,558.5,2721001,1256891.7,9.04318,47.45168,
28577.4,2319.9,558.6,2721002.5,1256901.6,9.043202,47.451769,
28587.5,2330,558.7,2721004.2,1256911.5,9.043227,47.451858,
28597.5,2340,558.7,2721006.1,1256921.3,9.043255,47.451946,
28607.4,2349.9,558.8,2721008,1256931.1,9.043283,47.452033,
28617.4,2359.9,558.9,2721010,1256940.9,9.043312,47.452121,
28627.4,2369.9,559,2721012,1256950.7,9.043341,47.452209,
28637.5,2380,559.1,2721014.1,1256960.5,9.043372,47.452297,
28638,2380.5,559.1,2721014.2,1256961,9.043373,47.452301,
28647.9,9.9,559.2,2721016.3,1256970.7,9.043404,47.452388,
28657.9,19.9,559.3,2721018.4,1256980.5,9.043434,47.452476,
28668,30,559.4,2721020.5,1256990.3,9.043465,47.452564,
28678,40,559.5,2721022.5,1257000.1,9.043494,47.452651,
28688,50,559.5,2721024.6,1257009.9,9.043524,47.452739,
28697.9,59.9,559.7,2721026.7,1257019.6,9.043555,47.452826,
28707.9,69.9,559.8,2721028.8,1257029.4,9.043585,47.452914,
28718,80,559.9,2721030.9,1257039.2,9.043616,47.453001,
28728,90,560,2721032.9,1257049,9.043645,47.453089,
28738,100,560.1,2721035,1257058.8,9.043676,47.453177,
28748,110,560.2,2721037.1,1257068.6,9.043706,47.453265,
28757.9,119.9,560.3,2721039.2,1257078.3,9.043737,47.453351,
28768,130,560.3,2721041.3,1257088.1,9.043767,47.453439,
28778,140,560.4,2721043.3,1257097.9,9.043796,47.453527,
28788,150,560.5,2721045.4,1257107.7,9.043827,47.453615,
28798,160,560.6,2721047.5,1257117.5,9.043857,47.453702,
28807.9,169.9,560.7,2721049.6,1257127.2,9.043888,47.453789,
28818,180,560.8,2721051.7,1257137,9.043918,47.453877,
28828,190,560.9,2721053.7,1257146.8,9.043947,47.453965,
28838,200,561,2721055.8,1257156.6,9.043978,47.454052,
28848,210,561.1,2721057.9,1257166.4,9.044008,47.45414,
28857.9,219.9,561.2,2721060,1257176.1,9.044039,47.454227,
28867.9,229.9,561.3,2721062.1,1257185.9,9.044069,47.454315,
28877.9,239.9,561.3,2721064.1,1257195.7,9.044099,47.454402,
28888,250,561.4,2721066.2,1257205.5,9.044129,47.45449,
28898,260,561.5,2721068.3,1257215.3,9.04416,47.454578,
28908,270,561.6,2721070.4,1257225.1,9.04419,47.454666,
28917.9,279.9,561.8,2721072.5,1257234.8,9.04422,47.454753,
28927.9,289.9,561.9,2721074.5,1257244.6,9.04425,47.45484,
28938,300,562,2721076.6,1257254.4,9.04428,47.454928,
28948,310,562.1,2721078.7,1257264.2,9.044311,47.455016,
28958,320,562.2,2721080.8,1257274,9.044341,47.455103,
28967.9,329.9,562.3,2721082.9,1257283.7,9.044372,47.45519,
28977.9,339.9,562.4,2721084.9,1257293.5,9.044401,47.455278,
28988,350,562.5,2721087,1257303.3,9.044431,47.455366,
28998,360,562.6,2721089.1,1257313.1,9.044462,47.455454,
29008,370,562.6,2721091.2,1257322.9,9.044492,47.455541,
29017.9,379.9,562.8,2721093.3,1257332.6,9.044523,47.455628,
29028,390,562.9,2721095.4,1257342.4,9.044553,47.455716,
29038,400,563,2721097.4,1257352.2,9.044582,47.455804,
29048,410,563.2,2721099.5,1257362,9.044613,47.455891,
29058,420,563.2,2721101.6,1257371.8,9.044643,47.455979,
29068,430,563.3,2721103.7,1257381.6,9.044674,47.456067,
29077.9,439.9,563.4,2721105.8,1257391.3,9.044704,47.456154,
29087.9,449.9,563.6,2721107.8,1257401.1,9.044734,47.456241,
29098,460,563.7,2721109.9,1257410.9,9.044764,47.456329,
29108,470,563.7,2721112,1257420.7,9.044795,47.456417,
29118,480,563.8,2721114.1,1257430.5,9.044825,47.456505,
29127.9,489.9,563.9,2721116.2,1257440.2,9.044856,47.456591,
29137.9,499.9,564,2721118.2,1257450,9.044885,47.456679,
29148,510,564.1,2721120.3,1257459.8,9.044915,47.456767,
29158,520,564.2,2721122.4,1257469.6,9.044946,47.456855,
29168,530,564.3,2721124.5,1257479.4,9.044976,47.456942,
29177.9,539.9,564.4,2721126.6,1257489.1,9.045007,47.457029,
29187.9,549.9,564.5,2721128.6,1257498.9,9.045036,47.457117,
29198,560,564.6,2721130.7,1257508.7,9.045066,47.457205,
29208,570,564.7,2721132.8,1257518.5,9.045097,47.457292,
29218,580,564.8,2721134.9,1257528.3,9.045127,47.45738,
29228,590,564.9,2721137,1257538.1,9.045158,47.457468,
29237.9,599.9,565,2721139,1257547.8,9.045187,47.457555,
29248,610,565.1,2721141.1,1257557.6,9.045218,47.457643,
29258,620,565.3,2721143.2,1257567.4,9.045248,47.45773,
29268,630,565.4,2721145.3,1257577.2,9.045279,47.457818,
29278,640,565.5,2721147.4,1257587,9.045309,47.457906,
29287.9,649.9,565.6,2721149.4,1257596.7,9.045338,47.457993,
29297.9,659.9,565.7,2721151.4,1257606.5,9.045367,47.45808,
29308,670,565.8,2721153.4,1257616.4,9.045397,47.458169,
29318,680,565.9,2721155.2,1257626.2,9.045423,47.458257,
29328,690,566,2721156.8,1257636.1,9.045447,47.458346,
29338,700,566,2721158.2,1257646,9.045468,47.458434,
29348,710,566.2,2721159.4,1257655.9,9.045487,47.458523,
29357.9,719.9,566.1,2721160.3,1257665.8,9.045502,47.458612,
29368,730,566.3,2721161,1257675.8,9.045514,47.458702,
29378,740,566.6,2721161.4,1257685.8,9.045522,47.458792,
29388,750,566.7,2721161.5,1257695.8,9.045526,47.458881,
29398,760,566.8,2721161.3,1257705.8,9.045526,47.458971,
29408,770,566.8,2721160.9,1257715.8,9.045523,47.459061,
29418,780,566.8,2721160.2,1257725.8,9.045517,47.459151,
29427.9,789.9,567.1,2721159.2,1257735.7,9.045506,47.459241,
29437.9,799.9,567,2721158,1257745.6,9.045493,47.45933,
29447.9,809.9,567.2,2721156.5,1257755.5,9.045476,47.459419,
29458,820,567.3,2721154.7,1257765.4,9.045454,47.459509,
29468,830,567.4,2721152.7,1257775.2,9.045431,47.459597,
29478,840,567.5,2721150.4,1257784.9,9.045403,47.459685,
29488,850,567.7,2721147.9,1257794.6,9.045372,47.459772,
29498,860,567.9,2721145.1,1257804.2,9.045338,47.459859,
29508,870,567.9,2721142,1257813.7,9.045299,47.459945,
29518,880,568.2,2721138.8,1257823.2,9.045259,47.460031,
29527.9,889.9,568.4,2721135.3,1257832.5,9.045215,47.460116,
29538,900,568.4,2721131.5,1257841.8,9.045168,47.4602,
29548,910,568.6,2721127.6,1257851,9.045118,47.460283,
29558,920,568.8,2721123.3,1257860,9.045064,47.460365,
29568,930,568.9,2721118.9,1257869,9.045008,47.460447,
29578,940,569,2721114.3,1257877.9,9.044949,47.460528,
29588,950,569.3,2721109.4,1257886.6,9.044887,47.460607,
29598,960,569.2,2721104.2,1257895.2,9.04482,47.460685,
29608,970,569.4,2721098.8,1257903.6,9.044751,47.460762,
29617.9,979.9,569.5,2721093.2,1257911.8,9.044679,47.460836,
29628,990,569.7,2721087.3,1257919.9,9.044603,47.46091,
29637.9,999.9,569.8,2721081.2,1257927.8,9.044524,47.460982,
29648,1010,570,2721074.9,1257935.6,9.044443,47.461054,
29658,1020,569.9,2721068.3,1257943.1,9.044357,47.461122,
29668,1030,570.2,2721061.5,1257950.5,9.044269,47.46119,
29678,1040,570.3,2721054.5,1257957.6,9.044178,47.461255,
29687.9,1049.9,570.3,2721047.3,1257964.5,9.044084,47.461319,
29697.9,1059.9,570.6,2721039.9,1257971.2,9.043988,47.46138,
29707.9,1069.9,570.3,2721032.3,1257977.7,9.043889,47.46144,
29718,1080,570.3,2721024.5,1257984,9.043787,47.461498,
29727.9,1089.9,570.4,2721016.6,1257990.1,9.043684,47.461555,
29738,1100,570.4,2721008.5,1257996.1,9.043579,47.46161,
29747.9,1109.9,570.9,2721000.4,1258001.8,9.043473,47.461663,
29758,1120,570.7,2720992,1258007.4,9.043363,47.461715,
29768,1130,570.9,2720983.6,1258012.7,9.043253,47.461764,
29777.9,1139.9,571,2720975.1,1258017.9,9.043142,47.461812,
29788,1150,570.8,2720966.4,1258022.9,9.043028,47.461859,
29798,1160,570.9,2720957.6,1258027.7,9.042912,47.461904,
29808,1170,570.7,2720948.7,1258032.3,9.042795,47.461947,
29818,1180,571,2720939.7,1258036.7,9.042677,47.461988,
29828,1190,570.8,2720930.6,1258040.8,9.042558,47.462026,
29838,1200,570.9,2720921.4,1258044.7,9.042437,47.462063,
29848,1210,570.8,2720912.1,1258048.4,9.042314,47.462098,
29858,1220,570.9,2720902.7,1258051.8,9.042191,47.46213,
29868,1230,571,2720893.2,1258054.8,9.042066,47.462159,
29878,1240,570.9,2720883.6,1258057.7,9.041939,47.462187,
29888,1250,570.9,2720873.9,1258060.2,9.041811,47.462211,
29897.9,1259.9,570.8,2720864.2,1258062.4,9.041683,47.462233,
29907.9,1269.9,570.8,2720854.4,1258064.4,9.041554,47.462252,
29918,1280,570.7,2720844.5,1258066.1,9.041423,47.46227,
29928,1290,570.8,2720834.6,1258067.5,9.041292,47.462284,
29938,1300,570.8,2720824.7,1258068.8,9.041161,47.462298,
29947.9,1309.9,570.7,2720814.8,1258070,9.04103,47.46231,
29952.2,1314.2,570.7,2720810.6,1258070.4,9.040975,47.462314,
