Total_Distance,Distance,Altitude,Easting,Northing,Longitude,Latitude,V_max
4140.4,549.9,649.4,2742303.1,1252072.7,9.324023,47.404087,
4150.5,560,649.4,2742294.1,1252068.3,9.323903,47.40405,
4160.5,570,649.6,2742285,1252064.1,9.323781,47.404014,
4170.5,580,649.5,2742275.9,1252060,9.323659,47.403979,
4180.5,590,649.6,2742266.6,1252056.2,9.323535,47.403947,
4190.5,600,649.6,2742257.3,1252052.5,9.32341,47.403916,140
4200.5,610,649.6,2742248,1252049,9.323286,47.403886,
4210.5,620,649.6,2742238.6,1252045.6,9.32316,47.403858,
4220.5,630,649.6,2742229.1,1252042.3,9.323034,47.40383,
4230.5,640,649.6,2742219.6,1252039.2,9.322907,47.403804,
4240.5,650,649.6,2742210.1,1252036.2,9.32278,47.403779,
4250.5,660,649.6,2742200.5,1252033.3,9.322652,47.403755,
4260.5,670,649.6,2742190.9,1252030.4,9.322524,47.403731,
4270.6,680.1,649.6,2742181.3,1252027.5,9.322396,47.403707,
4280.6,690.1,649.6,2742171.7,1252024.7,9.322268,47.403684,
4290.5,700,649.6,2742162.2,1252021.9,9.322141,47.403661,
4300.5,710,649.6,2742152.6,1252019.1,9.322013,47.403638,
4310.5,720,649.6,2742143,1252016.3,9.321885,47.403615,
4320.5,730,649.6,2742133.4,1252013.5,9.321757,47.403592,
4330.5,740,649.6,2742123.8,1252010.7,9.321629,47.403568,
4340.5,750,649.6,2742114.2,1252007.8,9.321501,47.403544,
4350.5,760,649.6,2742104.6,1252005,9.321373,47.403521,
4360.5,770,649.6,2742095,1252002.2,9.321245,47.403498,
4370.5,780,649.6,2742085.4,1251999.4,9.321117,47.403475,
4380.5,790,649.6,2742075.8,1251996.6,9.320989,47.403452,
4390.5,800,649.6,2742066.2,1251993.8,9.320861,47.403429,
4400.5,810,649.6,2742056.6,1251991.1,9.320733,47.403407,
4410.6,820.1,649.5,2742046.9,1251988.3,9.320603,47.403384,
4420.5,830,649.4,2742037.3,1251985.6,9.320475,47.403361,
4430.5,840,649.5,2742027.7,1251983,9.320347,47.40334,
4440.5,850,649.5,2742018,1251980.3,9.320218,47.403318,
4450.5,860,649.5,2742008.4,1251977.8,9.32009,47.403298,
4460.5,870,649.6,2741998.7,1251975.2,9.319961,47.403276,
4470.5,880,649.7,2741989,1251972.7,9.319832,47.403256,
4480.5,890,649.6,2741979.3,1251970.2,9.319702,47.403236,
4490.5,900,649.7,2741969.7,1251967.7,9.319574,47.403215,
4500.5,910,649.9,2741959.9,1251965.3,9.319444,47.403196,
4510.5,920,649.9,2741950.2,1251962.9,9.319315,47.403176,
4520.5,930,650,2741940.5,1251960.5,9.319185,47.403157,
4530.5,940,650,2741930.8,1251958.2,9.319056,47.403138,
4540.5,950,650.1,2741921.1,1251955.9,9.318927,47.403119,
4550.5,960,650.1,2741911.3,1251953.6,9.318796,47.403101,
4560.5,970,650.2,2741901.6,1251951.3,9.318667,47.403082,
4570.5,980,650.3,2741891.9,1251949,9.318538,47.403064,
4580.5,990,650.4,2741882.1,1251946.8,9.318408,47.403046,
4590.5,1000,650.4,2741872.4,1251944.6,9.318278,47.403028,
4600.5,1010,650.5,2741862.6,1251942.4,9.318148,47.403011,
4610.5,1020,650.6,2741852.9,1251940.2,9.318019,47.402993,
4620.5,1030,650.7,2741843.1,1251938,9.317888,47.402975,
4630.5,1040,650.7,2741833.3,1251935.9,9.317758,47.402959,
4640.5,1050,650.8,2741823.5,1251933.8,9.317627,47.402942,
4650.5,1060,650.9,2741813.8,1251931.7,9.317498,47.402925,
4660.5,1070,650.9,2741803.9,1251929.8,9.317367,47.40291,
4670.5,1080,651,2741794.1,1251927.9,9.317236,47.402895,
4680.5,1090,651.2,2741784.3,1251926.1,9.317106,47.402881,
4690.5,1100,651.3,2741774.5,1251924.3,9.316975,47.402867,
4700.5,1110,651.4,2741764.6,1251922.7,9.316844,47.402855,
4710.5,1120,651.3,2741754.7,1251921.1,9.316712,47.402842,
4720.5,1130,651.3,2741744.8,1251919.7,9.316581,47.402832,
4730.5,1140,651.5,2741734.9,1251918.3,9.316449,47.402822,
4740.5,1150,651.5,2741725,1251917.1,9.316318,47.402813,
4750.5,1160,651.5,2741715.1,1251915.9,9.316186,47.402804,
4760.5,1170,651.7,2741705.1,1251914.9,9.316053,47.402797,
4770.5,1180,651.6,2741695.2,1251913.9,9.315922,47.40279,
4780.5,1190,651.8,2741685.2,1251913,9.315789,47.402785,
4790.5,1200,651.9,2741675.2,1251912.3,9.315657,47.40278,
4800.5,1210,651.8,2741665.2,1251911.6,9.315524,47.402776,
4810.5,1220,652.1,2741655.3,1251911,9.315393,47.402773,
4820.5,1230,652.1,2741645.3,1251910.5,9.31526,47.402771,
4830.5,1240,652.2,2741635.3,1251910,9.315127,47.402768,
4840.5,1250,652.2,2741625.3,1251909.6,9.314995,47.402767,
4850.5,1260,652.3,2741615.3,1251909.2,9.314862,47.402765,
4860.5,1270,652.5,2741605.3,1251908.9,9.31473,47.402765,
4870.5,1280,652.6,2741595.3,1251908.5,9.314597,47.402763,
4880.5,1290,652.5,2741585.3,1251908.1,9.314465,47.402762,
4890.5,1300,652.6,2741575.3,1251907.8,9.314332,47.402761,
4900.5,1310,652.7,2741565.3,1251907.4,9.314199,47.40276,
4910.5,1320,652.8,2741555.3,1251907.1,9.314067,47.402759,
4920.6,1330.1,652.8,2741545.3,1251906.7,9.313934,47.402758,
4930.5,1340,653,2741535.4,1251906.4,9.313803,47.402757,
4940.5,1350,653,2741525.4,1251906,9.313671,47.402756,
4950.5,1360,653,2741515.4,1251905.6,9.313538,47.402755,
4960.5,1370,653.1,2741505.4,1251905.3,9.313405,47.402754,
4970.5,1380,653.1,2741495.4,1251904.9,9.313273,47.402753,
4980.5,1390,653.2,2741485.4,1251904.6,9.31314,47.402752,
4990.5,1400,653.2,2741475.4,1251904.2,9.313008,47.402751,
5000.5,1410,653.2,2741465.4,1251903.9,9.312875,47.40275,
5010.5,1420,653.2,2741455.4,1251903.5,9.312743,47.402749,
5020.5,1430,653.2,2741445.4,1251903.1,9.31261,47.402747,
5030.5,1440,653.3,2741435.4,1251902.8,9.312478,47.402747,
5040.5,1450,653.2,2741425.4,1251902.4,9.312345,47.402745,
5050.5,1460,653.2,2741415.4,1251902.1,9.312213,47.402745,
5060.5,1470,653.2,2741405.4,1251901.7,9.31208,47.402743,
5070.5,1480,653.2,2741395.4,1251901.4,9.311947,47.402743,
5080.6,1490.1,653.3,2741385.4,1251901,9.311815,47.402741,
5090.5,1500,653.3,2741375.5,1251900.6,9.311684,47.40274,
5100.5,1510,653.3,2741365.5,1251900.3,9.311551,47.402739,
5110.5,1520,653.2,2741355.5,1251899.9,9.311419,47.402738,
5120.5,1530,653.2,2741345.5,1251899.6,9.311286,47.402737,
5130.5,1540,653.2,2741335.5,1251899.2,9.311153,47.402736,
5140.5,1550,653.3,2741325.5,1251898.9,9.311021,47.402735,
5150.5,1560,653.3,2741315.5,1251898.5,9.310888,47.402734,
5160.5,1570,653.3,2741305.5,1251898.1,9.310756,47.402732,
5170.5,1580,653.2,2741295.5,1251897.8,9.310623,47.402732,
5180.5,1590,653.2,2741285.5,1251897.4,9.310491,47.40273,
5190.5,1600,653.2,2741275.5,1251897.1,9.310358,47.40273,
5200.5,1610,653.3,2741265.5,1251896.7,9.310226,47.402728,
5210.5,1620,653.2,2741255.5,1251896.4,9.310093,47.402728,
5220.5,1630,653.2,2741245.5,1251896,9.30996,47.402726,
5230.6,1640.1,653.2,2741235.5,1251895.6,9.309828,47.402725,
5240.6,1650.1,653.2,2741225.5,1251895.3,9.309695,47.402724,
5250.5,1660,653.3,2741215.6,1251894.9,9.309564,47.402723,
5260.5,1670,653.3,2741205.6,1251894.6,9.309432,47.402722,
5270.5,1680,653.3,2741195.6,1251894.2,9.309299,47.402721,
5280.5,1690,653.2,2741185.6,1251893.9,9.309167,47.40272,
5290.5,1700,653.2,2741175.6,1251893.5,9.309034,47.402719,
5300.5,1710,653.3,2741165.6,1251893.1,9.308901,47.402717,
5310.5,1720,653.3,2741155.6,1251892.8,9.308769,47.402717,
5320.5,1730,653.3,2741145.6,1251892.4,9.308636,47.402715,
5330.5,1740,653.3,2741135.6,1251892.1,9.308504,47.402715,
5340.5,1750,653.2,2741125.6,1251891.8,9.308371,47.402714,
5350.5,1760,653.2,2741115.6,1251891.6,9.308239,47.402714,
5360.5,1770,653.2,2741105.6,1251891.4,9.308106,47.402715,
5370.5,1780,653.2,2741095.6,1251891.3,9.307974,47.402716,
5380.5,1790,653.2,2741085.6,1251891.2,9.307841,47.402717,
5390.5,1800,653.1,2741075.6,1251891.3,9.307709,47.40272,
5400.5,1810,653.1,2741065.6,1251891.5,9.307577,47.402724,
5410.5,1820,653.1,2741055.6,1251891.8,9.307444,47.402729,
5420.5,1830,653.5,2741045.6,1251892.3,9.307312,47.402736,
5430.5,1840,653.2,2741035.7,1251892.9,9.307181,47.402743,
5440.5,1850,653.2,2741025.7,1251893.7,9.307049,47.402753,
5450.5,1860,653.4,2741015.7,1251894.6,9.306917,47.402763,
5460.5,1870,653.1,2741005.8,1251895.7,9.306786,47.402775,
5470.5,1880,653.2,2740995.9,1251896.9,9.306655,47.402788,
5480.5,1890,653.4,2740986,1251898.3,9.306524,47.402802,
5490.5,1900,653.1,2740976.1,1251899.8,9.306394,47.402818,
5500.5,1910,653.2,2740966.2,1251901.5,9.306263,47.402835,
5510.5,1920,653.2,2740956.4,1251903.3,9.306134,47.402854,
5520.5,1930,653.1,2740946.6,1251905.3,9.306005,47.402874,
5530.5,1940,653.1,2740936.8,1251907.4,9.305876,47.402895,
5540.5,1950,653.1,2740927.1,1251909.6,9.305748,47.402917,
5550.6,1960.1,653.3,2740917.3,1251912,9.305619,47.40294,
5560.5,1970,653.3,2740907.7,1251914.5,9.305493,47.402965,
5570.5,1980,653.2,2740898,1251917.1,9.305365,47.40299,
5580.5,1990,653.2,2740888.4,1251919.8,9.305239,47.403017,
5590.5,2000,653.3,2740878.8,1251922.5,9.305112,47.403043,
5600.5,2010,653.3,2740869.2,1251925.3,9.304986,47.40307,
5610.5,2020,653.4,2740859.6,1251928.2,9.30486,47.403098,
5620.5,2030,653.3,2740850,1251931.1,9.304734,47.403126,
5630.5,2040,653.4,2740840.4,1251933.9,9.304607,47.403154,
5640.4,2049.9,653.5,2740830.9,1251936.8,9.304482,47.403182,
5650.5,2060,653.6,2740821.3,1251939.7,9.304356,47.40321,
5660.5,2070,653.6,2740811.7,1251942.6,9.30423,47.403238,
5670.5,2080,653.7,2740802.1,1251945.5,9.304104,47.403266,
5680.5,2090,653.7,2740792.6,1251948.4,9.303979,47.403294,
5690.5,2100,653.8,2740783,1251951.3,9.303853,47.403322,
5700.5,2110,653.8,2740773.4,1251954.2,9.303726,47.403351,
5710.6,2120.1,653.9,2740763.8,1251957.1,9.3036,47.403379,
5720.5,2130,653.9,2740754.3,1251960,9.303475,47.403407,
5730.5,2140,653.9,2740744.7,1251962.9,9.303349,47.403435,
5740.5,2150,654,2740735.1,1251965.8,9.303223,47.403463,
5750.5,2160,654.1,2740725.6,1251968.7,9.303098,47.403491,
5760.5,2170,654.2,2740716,1251971.6,9.302972,47.403519,
5770.5,2180,654.3,2740706.4,1251974.5,9.302845,47.403547,
5780.6,2190.1,654.3,2740696.8,1251977.4,9.302719,47.403576,
5790.5,2200,654.4,2740687.3,1251980.3,9.302594,47.403604,
5800.5,2210,654.4,2740677.7,1251983.1,9.302468,47.403631,
5810.5,2220,654.5,2740668.1,1251986,9.302342,47.403659,
5820.5,2230,654.5,2740658.6,1251988.9,9.302217,47.403687,
5830.5,2240,654.5,2740649,1251991.8,9.302091,47.403715,
5840.5,2250,654.6,2740639.4,1251994.7,9.301964,47.403743,
5850.5,2260,654.6,2740629.8,1251997.6,9.301838,47.403772,
5860.5,2270,654.6,2740620.3,1252000.5,9.301713,47.4038,
5870.5,2280,654.6,2740610.7,1252003.4,9.301587,47.403828,
5880.5,2290,654.6,2740601.1,1252006.3,9.301461,47.403856,
5890.6,2300.1,654.7,2740591.5,1252009.2,9.301335,47.403884,
5900.5,2310,654.7,2740582,1252012.1,9.30121,47.403912,
5910.5,2320,654.8,2740572.4,1252015,9.301084,47.40394,
5920.5,2330,654.6,2740562.8,1252017.9,9.300957,47.403968,
5926.2,2335.7,654.6,2740557.4,1252019.5,9.300886,47.403984,
5936.1,9.9,654.7,2740547.9,1252022.4,9.300761,47.404012,
5946.2,20,654.7,2740538.3,1252025.3,9.300635,47.40404,
5956.2,30,654.6,2740528.7,1252028.2,9.300509,47.404068,
5966.2,40,654.7,2740519.1,1252031.1,9.300383,47.404096,
5976.2,50,654.6,2740509.6,1252034,9.300258,47.404124,
5986.2,60,654.6,2740500,1252036.9,9.300132,47.404153,
5996.2,70,654.6,2740490.4,1252039.8,9.300005,47.404181,
6006.1,79.9,654.6,2740480.9,1252042.7,9.29988,47.404209,
6016.2,90,654.6,2740471.3,1252045.6,9.299754,47.404237,
6026.2,100,654.6,2740461.7,1252048.4,9.299628,47.404264,
6036.2,110,654.6,2740452.1,1252051.3,9.299502,47.404292,
6046.1,119.9,654.7,2740442.6,1252054.2,9.299377,47.40432,
6056.2,130,654.6,2740433,1252057.1,9.299251,47.404349,
6066.2,140,654.6,2740423.4,1252060,9.299124,47.404377,
6076.2,150,654.6,2740413.8,1252062.9,9.298998,47.404405,
6086.1,159.9,654.6,2740404.3,1252065.8,9.298873,47.404433,
6096.2,170,654.6,2740394.7,1252068.7,9.298747,47.404461,
6106.2,180,654.6,2740385.1,1252071.6,9.298621,47.404489,
6116.1,189.9,654.7,2740375.6,1252074.5,9.298496,47.404517,
6126.2,200,654.7,2740366,1252077.4,9.29837,47.404545,
6136.2,210,654.7,2740356.4,1252080.3,9.298243,47.404573,
6146.2,220,654.6,2740346.8,1252083.2,9.298117,47.404602,
6156.2,230,654.6,2740337.3,1252086.1,9.297992,47.40463,
6166.2,240,654.7,2740327.7,1252089,9.297866,47.404658,
6176.2,250,654.6,2740318.1,1252091.9,9.29774,47.404686,
6186.1,259.9,654.6,2740308.6,1252094.7,9.297615,47.404713,
6196.1,269.9,654.6,2740299,1252097.6,9.297488,47.404741,
6206.2,280,654.6,2740289.4,1252100.5,9.297362,47.404769,
6216.2,290,654.6,2740279.8,1252103.4,9.297236,47.404797,
6226.1,299.9,654.6,2740270.3,1252106.3,9.297111,47.404826,
6236.2,310,654.5,2740260.7,1252109.2,9.296985,47.404854,
6246.2,320,654.6,2740251.1,1252112.1,9.296859,47.404882,
6256.1,329.9,654.5,2740241.6,1252115,9.296734,47.40491,
6266.2,340,654.5,2740232,1252117.9,9.296607,47.404938,
6276.2,350,654.4,2740222.4,1252120.8,9.296481,47.404966,
6286.2,360,654.4,2740212.8,1252123.7,9.296355,47.404994,
6296.1,369.9,654.3,2740203.3,1252126.6,9.29623,47.405022,
6306.2,380,654.3,2740193.7,1252129.5,9.296104,47.405051,
6316.2,390,654.2,2740184.1,1252132.4,9.295978,47.405079,
6326.2,400,654.2,2740174.5,1252135.3,9.295851,47.405107,
6336.2,410,654.2,2740165,1252138.2,9.295726,47.405135,
6346.2,420,654.1,2740155.4,1252141,9.2956,47.405162,
6356.2,430,654,2740145.8,1252143.9,9.295474,47.40519,
6366.1,439.9,654,2740136.3,1252146.8,9.295349,47.405218,
6376.2,450,653.9,2740126.7,1252149.7,9.295223,47.405246,
6386.2,460,653.9,2740117.1,1252152.6,9.295097,47.405275,
6396.2,470,653.7,2740107.5,1252155.5,9.29497,47.405303,
6406.1,479.9,653.8,2740098,1252158.4,9.294845,47.405331,
6416.2,490,653.7,2740088.4,1252161.3,9.294719,47.405359,
6426.2,500,653.7,2740078.8,1252164.2,9.294593,47.405387,
6436.1,509.9,653.6,2740069.3,1252167.1,9.294468,47.405415,
6446.2,520,653.5,2740059.7,1252170,9.294342,47.405443,
6456.2,530,653.5,2740050.1,1252172.9,9.294216,47.405471,
6466.2,540,653.3,2740040.5,1252175.8,9.294089,47.405499,
6476.1,549.9,653.3,2740031,1252178.7,9.293964,47.405528,
6486.2,560,653.2,2740021.4,1252181.6,9.293838,47.405556,
6496.2,570,653.1,2740011.8,1252184.5,9.293712,47.405584,
6506.2,580,653.1,2740002.2,1252187.4,9.293586,47.405612,
6516.1,589.9,653,2739992.7,1252190.2,9.293461,47.405639,
6526.2,600,653,2739983.1,1252193.1,9.293335,47.405667,
6536.2,610,652.8,2739973.5,1252196,9.293208,47.405695,
6546.1,619.9,652.8,2739964,1252198.9,9.293083,47.405723,
6556.2,630,652.7,2739954.4,1252201.8,9.292957,47.405752,
6566.2,640,652.8,2739944.8,1252204.7,9.292831,47.40578,
6576.2,650,652.6,2739935.2,1252207.6,9.292705,47.405808,
6586.1,659.9,652.6,2739925.7,1252210.5,9.29258,47.405836,
6596.2,670,652.6,2739916.1,1252213.4,9.292453,47.405864,
6606.2,680,652.6,2739906.5,1252216.3,9.292327,47.405892,
6616.1,689.9,652.6,2739897,1252219.2,9.292202,47.40592,
6626.2,700,652.6,2739887.4,1252222.1,9.292076,47.405948,
6636.2,710,652.6,2739877.8,1252225,9.29195,47.405976,
6646.2,720,652.5,2739868.2,1252227.9,9.291824,47.406005,
6656.2,730,652.5,2739858.7,1252230.8,9.291699,47.406033,
6666.2,740,652.5,2739849.1,1252233.7,9.291572,47.406061,
6676.2,750,652.5,2739839.5,1252236.5,9.291446,47.406088,
6686.2,760,652.5,2739829.9,1252239.4,9.29132,47.406116,
6696.1,769.9,652.5,2739820.4,1252242.3,9.291195,47.406144,
6706.2,780,652.5,2739810.8,1252245.2,9.291069,47.406172,
6716.2,790,652.5,2739801.2,1252248.1,9.290943,47.4062,
6726.1,799.9,652.4,2739791.7,1252251,9.290818,47.406228,
6736.2,810,652.4,2739782.1,1252253.9,9.290691,47.406257,
6746.2,820,652.3,2739772.5,1252256.8,9.290565,47.406285,
6756.2,830,652.3,2739762.9,1252259.7,9.290439,47.406313,
6766.2,840,652.3,2739753.4,1252262.6,9.290314,47.406341,
6776.2,850,652.2,2739743.8,1252265.5,9.290188,47.406369,
6786.2,860,652.2,2739734.2,1252268.4,9.290061,47.406397,
6796.1,869.9,652.1,2739724.7,1252271.3,9.289937,47.406425,
6806.2,880,652.1,2739715.1,1252274.2,9.28981,47.406453,
6816.2,890,652,2739705.5,1252277.1,9.289684,47.406481,
6826.2,900,652,2739695.9,1252280,9.289558,47.40651,
6836.1,909.9,651.9,2739686.4,1252282.8,9.289433,47.406537,
6846.2,920,651.9,2739676.8,1252285.7,9.289307,47.406565,
6856.2,930,651.8,2739667.2,1252288.6,9.28918,47.406593,
6866.1,939.9,651.8,2739657.7,1252291.5,9.289055,47.406621,
6876.1,949.9,651.8,2739648.1,1252294.4,9.288929,47.406649,
6886.2,960,651.7,2739638.5,1252297.3,9.288803,47.406677,
6896.2,970,651.7,2739628.9,1252300.2,9.288677,47.406705,
6906.1,979.9,651.6,2739619.4,1252303.1,9.288552,47.406734,
6916.2,990,651.6,2739609.8,1252306,9.288426,47.406762,
6926.2,1000,651.5,2739600.2,1252308.9,9.288299,47.40679,
6936.2,1010,651.5,2739590.6,1252311.8,9.288173,47.406818,
6946.2,1020,651.4,2739581.1,1252314.7,9.288048,47.406846,
6956.2,1030,651.4,2739571.5,1252317.6,9.287922,47.406874,
6966.2,1040,651.3,2739561.9,1252320.5,9.287796,47.406902,
6976.1,1049.9,651.3,2739552.4,1252323.4,9.287671,47.40693,
6986.2,1060,651.3,2739542.8,1252326.3,9.287545,47.406958,
6996.2,1070,651.2,2739533.2,1252329.1,9.287418,47.406986,
7006.2,1080,651.2,2739523.6,1252332,9.287292,47.407014,
7016.1,1089.9,651.1,2739514.1,1252334.9,9.287167,47.407042,
7026.2,1100,651,2739504.5,1252337.8,9.287041,47.40707,
7036.2,1110,650.9,2739494.9,1252340.7,9.286915,47.407098,
7046.1,1119.9,650.9,2739485.4,1252343.6,9.28679,47.407126,
7056.2,1130,650.8,2739475.8,1252346.5,9.286663,47.407154,
7066.2,1140,650.9,2739466.2,1252349.4,9.286537,47.407182,
7076.2,1150,650.8,2739456.6,1252352.3,9.286411,47.40721,
7086.1,1159.9,650.8,2739447.1,1252355.2,9.286286,47.407238,
7096.2,1170,650.7,2739437.5,1252358.1,9.28616,47.407267,
7106.2,1180,650.6,2739427.9,1252361,9.286033,47.407295,
7116.2,1190,650.5,2739418.3,1252363.9,9.285907,47.407323,
7126.2,1200,650.4,2739408.8,1252366.8,9.285782,47.407351,
7136.2,1210,650.4,2739399.2,1252369.7,9.285656,47.407379,
7146.2,1220,650.3,2739389.6,1252372.6,9.28553,47.407407,
7156.2,1230,650.2,2739380.1,1252375.5,9.285405,47.407435,
7166.2,1240,650.3,2739370.5,1252378.3,9.285279,47.407462,
7176.2,1250,650.2,2739360.9,1252381.2,9.285152,47.407491,
7186.2,1260,650.2,2739351.3,1252384.1,9.285026,47.407519,
7196.1,1269.9,650.1,2739341.8,1252387,9.284901,47.407547,
7206.2,1280,650,2739332.2,1252389.9,9.284775,47.407575,
7216.2,1290,650,2739322.6,1252392.8,9.284649,47.407603,
7226.1,1299.9,649.9,2739313.1,1252395.7,9.284524,47.407631,
7236.2,1310,649.8,2739303.5,1252398.6,9.284398,47.407659,
7246.2,1320,649.8,2739293.9,1252401.5,9.284271,47.407687,
7256.2,1330,649.8,2739284.3,1252404.4,9.284145,47.407715,
7266.1,1339.9,649.7,2739274.8,1252407.3,9.28402,47.407743,
7276.2,1350,649.7,2739265.2,1252410.2,9.283894,47.407772,
7286.2,1360,649.6,2739255.6,1252413.1,9.283768,47.4078,
7296.1,1369.9,649.6,2739246.1,1252416,9.283643,47.407828,
7306.2,1380,649.5,2739236.5,1252418.9,9.283516,47.407856,
7316.2,1390,649.4,2739226.9,1252421.8,9.28339,47.407884,
7326.2,1400,649.3,2739217.3,1252424.6,9.283264,47.407911,
7336.1,1409.9,649.3,2739207.8,1252427.5,9.283139,47.407939,
7346.2,1420,649.3,2739198.2,1252430.4,9.283013,47.407967,
7356.2,1430,649.2,2739188.6,1252433.3,9.282886,47.407995,
7366.2,1440,649.2,2739179,1252436.2,9.28276,47.408024,
7376.1,1449.9,649.1,2739169.5,1252439.1,9.282635,47.408052,
7386.2,1460,649,2739159.9,1252442,9.282509,47.40808,
7396.2,1470,648.9,2739150.3,1252444.9,9.282383,47.408108,
7406.1,1479.9,648.9,2739140.8,1252447.8,9.282258,47.408136,
7416.2,1490,648.9,2739131.2,1252450.7,9.282132,47.408164,
7426.2,1500,648.8,2739121.6,1252453.6,9.282005,47.408192,
7436.2,1510,648.8,2739112,1252456.5,9.281879,47.40822,
7446.2,1520,648.8,2739102.5,1252459.4,9.281754,47.408248,
7456.2,1530,648.7,2739092.9,1252462.3,9.281628,47.408276,
7466.2,1540,648.6,2739083.3,1252465.2,9.281502,47.408305,
7476.1,1549.9,648.6,2739073.8,1252468.1,9.281377,47.408333,
7486.1,1559.9,648.5,2739064.2,1252470.9,9.28125,47.40836,
7496.2,1570,648.4,2739054.6,1252473.8,9.281124,47.408388,
7506.2,1580,648.4,2739045,1252476.7,9.280998,47.408416,
7516.1,1589.9,648.3,2739035.5,1252479.6,9.280873,47.408444,
7526.2,1600,648.2,2739025.9,1252482.5,9.280747,47.408472,
7536.2,1610,648.2,2739016.3,1252485.4,9.280621,47.4085,
7546.2,1620,648.1,2739006.7,1252488.3,9.280494,47.408528,
7556.2,1630,648.1,2738997.2,1252491.2,9.280369,47.408557,
7566.2,1640,648.1,2738987.6,1252494.1,9.280243,47.408585,
7576.2,1650,647.9,2738978,1252497,9.280117,47.408613,
7586.1,1659.9,648,2738968.5,1252499.9,9.279992,47.408641,
7596.2,1670,647.9,2738958.9,1252502.8,9.279866,47.408669,
7606.2,1680,647.9,2738949.3,1252505.7,9.279739,47.408697,
7616.2,1690,647.7,2738939.7,1252508.6,9.279613,47.408725,
7626.2,1700,647.7,2738930.2,1252511.5,9.279488,47.408753,
7636.2,1710,647.7,2738920.6,1252514.4,9.279362,47.408781,
7646.2,1720,647.7,2738911,1252517.3,9.279236,47.408809,
7656.1,1729.9,647.6,2738901.5,1252520.1,9.279111,47.408837,
7666.1,1739.9,647.5,2738891.9,1252523,9.278984,47.408865,
7676.2,1750,647.5,2738882.3,1252525.9,9.278858,47.408893,
7686.2,1760,647.4,2738872.7,1252528.8,9.278732,47.408921,
7696.1,1769.9,647.4,2738863.2,1252531.7,9.278607,47.408949,
7706.2,1780,647.3,2738853.6,1252534.6,9.278481,47.408977,
7716.2,1790,647.3,2738844,1252537.5,9.278355,47.409005,
7726.2,1800,647.3,2738834.4,1252540.4,9.278228,47.409033,
7736.2,1810,647.2,2738824.9,1252543.3,9.278103,47.409061,
7746.2,1820,647.2,2738815.3,1252546.2,9.277977,47.409089,
7756.2,1830,647.1,2738805.7,1252549.1,9.277851,47.409118,
7766.1,1839.9,647.1,2738796.2,1252552,9.277726,47.409146,
7776.2,1850,647,2738786.6,1252554.9,9.2776,47.409174,
7786.2,1860,647,2738777,1252557.8,9.277473,47.409202,
7796.2,1870,646.9,2738767.4,1252560.7,9.277347,47.40923,
7806.2,1880,646.8,2738757.9,1252563.6,9.277222,47.409258,
7816.2,1890,646.9,2738748.3,1252566.4,9.277096,47.409285,
7826.2,1900,646.8,2738738.7,1252569.3,9.27697,47.409313,
7836.1,1909.9,646.7,2738729.2,1252572.2,9.276845,47.409341,
7846.2,1920,646.7,2738719.6,1252575.1,9.276718,47.409369,
7856.2,1930,646.6,2738710,1252578,9.276592,47.409398,
7866.2,1940,646.5,2738700.4,1252580.9,9.276466,47.409426,
7876.1,1949.9,646.6,2738690.9,1252583.8,9.276341,47.409454,
7886.2,1960,646.4,2738681.3,1252586.7,9.276215,47.409482,
7896.2,1970,646.4,2738671.7,1252589.6,9.276089,47.40951,
7906.1,1979.9,646.4,2738662.2,1252592.5,9.275964,47.409538,
7916.2,1990,646.3,2738652.6,1252595.4,9.275837,47.409566,
7926.2,2000,646.3,2738643,1252598.3,9.275711,47.409594,
7936.2,2010,646.2,2738633.4,1252601.2,9.275585,47.409622,
7946.2,2020,646.2,2738623.9,1252604.1,9.27546,47.40965,
7956.2,2030,646.1,2738614.3,1252607,9.275334,47.409678,
7966.2,2040,646.1,2738604.7,1252609.9,9.275207,47.409707,
7976.2,2050,646,2738595.1,1252612.8,9.275081,47.409735,
7986.1,2059.9,646,2738585.6,1252615.6,9.274956,47.409762,
7996.2,2070,646,2738576,1252618.5,9.27483,47.40979,
8006.2,2080,645.9,2738566.4,1252621.4,9.274704,47.409818,
8016.1,2089.9,645.8,2738556.9,1252624.3,9.274579,47.409846,
8026.2,2100,645.8,2738547.3,1252627.2,9.274452,47.409874,
8036.2,2110,645.7,2738537.7,1252630.1,9.274326,47.409902,
8046.2,2120,645.6,2738528.1,1252633,9.2742,47.40993,
8056.1,2129.9,645.7,2738518.6,1252635.9,9.274075,47.409958,
8066.2,2140,645.5,2738509,1252638.8,9.273949,47.409987,
8076.2,2150,645.6,2738499.4,1252641.7,9.273822,47.410015,
8086.1,2159.9,645.5,2738489.9,1252644.6,9.273698,47.410043,
8096.2,2170,645.5,2738480.3,1252647.5,9.273571,47.410071,
8106.2,2180,645.5,2738470.7,1252650.4,9.273445,47.410099,
8116.2,2190,645.4,2738461.1,1252653.3,9.273319,47.410127,
8126.2,2200,645.3,2738451.6,1252656.2,9.273194,47.410155,
8136.2,2210,645.2,2738442,1252659.1,9.273068,47.410183,
8146.2,2220,645.2,2738432.4,1252661.9,9.272941,47.41021,
8156.2,2230,645.1,2738422.8,1252664.8,9.272815,47.410238,
8166.1,2239.9,645.1,2738413.3,1252667.7,9.27269,47.410267,
