Time [s],Position [m],Velocity [m/s],Force (acc) [N],Force (rgb) [N],Force (pnb) [N],Energy [kWh],CPU Time [s]
788.6313056,26368.58339,27.77777778,17913.9999,0,0,440.1414723,4.9616732
790.5909499,26423.01795,27.77777778,17914.00002,0,0,440.1414723,4.9616732
792.5823664,26478.33507,27.77777778,17913.9999,0,0,440.1414723,4.9616732
794.6050636,26534.52111,27.77777778,17914.00002,0,0,440.1414723,4.9616732
796.6585425,26591.56219,27.77777778,17913.9999,0,0,440.1414723,4.9616732
798.7422965,26649.44424,27.77777778,17914.00002,0,0,440.1414723,4.9616732
800.8558114,26708.15299,27.77777778,17913.9999,0,0,440.1414723,4.9616732
802.9985656,26767.67394,27.77777778,17914.00002,0,0,440.1414723,4.9616732
805.1700307,26827.99242,27.77777778,17913.9999,0,0,440.1414723,4.9616732
807.3696707,26889.09353,27.77777778,17914.00002,0,0,440.1414723,4.9616732
809.5969429,26950.9622,27.77777778,17913.9999,0,0,440.1414723,4.9616732
811.8512978,27013.58317,27.77777778,17914.00002,0,0,440.1414723,4.9616732
814.1321791,27076.94099,27.77777778,17913.9999,0,0,440.1414723,4.9616732
816.4390241,27141.02001,27.77777778,17914.00002,0,0,440.1414723,4.9616732
818.7712637,27205.80445,27.77777778,17913.9999,0,0,440.1414723,4.9616732
821.1283223,27271.2783,27.77777778,17914.00002,0,0,440.1414723,4.9616732
823.5096183,27337.42541,27.77777778,17913.9999,0,0,440.1414723,4.9616732
825.9145643,27404.22947,27.77777778,17914.00002,0,0,440.1414723,4.9616732
828.3425669,27471.67398,27.77777778,17913.9999,0,0,440.1414723,4.9616732
830.793027,27539.74232,27.77777778,17914.00002,0,0,440.1414723,4.9616732
833.2653399,27608.41768,27.77777778,17913.9999,0,0,440.1414723,4.9616732
835.7588956,27677.68311,27.77777778,17914.00002,0,0,440.1414723,4.9616732
838.273079,27747.52154,27.77777778,17913.9999,0,0,440.1414723,4.9616732
840.8072697,27817.91573,27.77777778,17914.00002,0,0,440.1414723,4.9616732
843.3608423,27888.8483,27.77777778,17913.9999,0,0,440.1414723,4.9616732
845.933167,27960.30176,27.77777778,17914.00002,0,0,440.1414723,4.9616732
848.5236088,28032.25848,27.77777778,17913.9999,0,0,440.1414723,4.9616732
851.1315288,28104.7007,27.77777778,17914.00002,0,0,440.1414723,4.9616732
853.7562834,28177.61056,27.77777778,17913.9999,0,0,440.1414723,4.9616732
856.3972251,28250.97005,27.77777778,17914.00002,0,0,440.1414723,4.9616732
859.0537021,28324.76108,27.77777778,17913.9999,0,0,440.1414723,4.9616732
861.7250592,28398.96544,27.77777778,17914.00002,0,0,440.1414723,4.9616732
864.4106371,28473.56482,27.77777778,17913.9999,0,0,440.1414723,4.9616732
867.1097732,28548.54083,27.77777778,17914.00002,0,0,440.1414723,4.9616732
869.8218015,28623.87495,27.77777778,17913.9999,0,0,440.1414723,4.9616732
